	HN_B73L2	HN_B73L4	HN_SDL1	HN_SDL2	LN_B73L1	LN_B73L4	LN_SDL3	LN_SDL4
Zm00001d038331	140	104	77	82	220	304	181	149
Zm00001d038332	84	99	32	10	141	187	42	40
Zm00001d038333	7	2	1	0	4	12	3	4
Zm00001d038334	163	108	101	146	209	237	91	96
Zm00001d038336	298	271	75	85	186	363	125	85
Zm00001d038337	1628	1352	2541	2091	1770	1423	3151	2503
Zm00001d038338	0	2	3	8	6	6	4	23
Zm00001d038339	5	9	5	3	13	13	5	7
Zm00001d038340	48	28	6	4	42	40	8	16
ENSRNA049454125	4	2	4	0	8	5	17	4
Zm00001d038342	71	33	30	25	77	33	8	21
Zm00001d038343	376	384	526	614	611	766	1878	1449
Zm00001d038346	442	500	86	88	1295	697	263	361
Zm00001d038348	728	818	224	270	410	406	284	168
Zm00001d038351	273	291	193	117	59	65	71	86
Zm00001d038352	2791	2426	1110	1602	562	520	244	178
Zm00001d038355	29	37	156	171	37	39	138	79
Zm00001d038357	3625	3202	2666	2558	3904	4413	5595	4665
Zm00001d038358	0	2	16	7	4	6	6	14
Zm00001d038359	250	163	212	243	301	307	311	247
Zm00001d038361	691	518	534	570	818	1011	969	714
Zm00001d038362	734	475	686	739	449	444	612	565
Zm00001d038364	7	6	0	0	12	11	0	1
Zm00001d038365	908	876	842	642	1233	937	800	634
Zm00001d038366	82	57	24	29	191	213	185	157
Zm00001d038367	178	198	110	152	358	298	259	209
Zm00001d038368	566	497	385	342	791	859	544	450
Zm00001d038371	6	4	0	10	20	20	2	0
Zm00001d038372	77	54	93	59	101	61	161	149
Zm00001d038373	41	33	28	28	47	28	33	23
Zm00001d038374	596	420	803	530	600	688	779	804
Zm00001d038375	489	386	485	571	576	522	740	547
Zm00001d038376	1316	1001	899	797	1522	1480	1250	972
Zm00001d038377	90	96	67	45	165	164	123	114
Zm00001d038378	242	189	181	160	382	490	377	340
Zm00001d038380	549	432	442	416	944	1031	903	711
Zm00001d038381	1946	1483	1146	1056	2500	2926	2799	2240
Zm00001d038383	113	139	0	0	120	276	0	0
Zm00001d038384	47	49	0	0	33	92	0	0
Zm00001d038387	849	594	445	647	251	116	429	256
Zm00001d038388	1	2	77	73	5	18	110	103
Zm00001d038389	1108	969	831	713	553	704	697	553
Zm00001d038392	120	109	227	260	204	192	353	319
Zm00001d038393	523	499	413	493	550	686	1152	744
Zm00001d038395	0	3	5	1	0	2	8	5
Zm00001d038396	528	440	395	495	498	593	850	632
Zm00001d038397	32	18	43	33	72	85	81	59
Zm00001d038400	189	194	96	97	280	302	199	195
Zm00001d038401	60	59	16	0	175	314	37	44
Zm00001d038403	107	60	50	34	233	478	297	252
Zm00001d038404	141	137	96	108	211	230	199	130
Zm00001d038405	82	67	93	47	120	109	101	129
Zm00001d038407	11	16	64	69	46	52	138	102
Zm00001d038408	195	200	56	66	245	259	59	47
Zm00001d038409	118	75	59	49	288	390	119	95
Zm00001d001456	9	17	16	12	17	15	10	9
Zm00001d038412	137	144	144	111	263	465	218	233
Zm00001d038420	68	53	54	43	50	133	102	107
Zm00001d038430	0	0	9	16	0	0	11	13
Zm00001d038431	96	108	68	93	184	190	188	153
Zm00001d038432	486	554	585	482	564	678	1324	1141
Zm00001d038434	0	0	5	8	0	0	21	23
Zm00001d038436	2	2	1	4	3	0	1	16
Zm00001d038437	1	0	16	13	0	1	1	1
Zm00001d038439	24	5	9	8	22	24	37	3
Zm00001d038440	265	198	176	137	233	301	218	184
Zm00001d038442	10	31	11	19	9	11	12	12
Zm00001d038445	49	34	37	32	15	31	3	11
Zm00001d038446	38	32	2	1	16	17	1	3
Zm00001d038447	163	168	477	415	197	117	738	846
Zm00001d038448	188	138	225	233	182	110	315	447
Zm00001d038449	143	121	124	99	163	235	234	170
Zm00001d038450	1	4	0	0	3	0	0	3
Zm00001d038451	17	14	40	9	27	82	43	65
zma-MIR164c	1	7	0	0	5	2	5	2
Zm00001d038452	346	449	111	113	399	462	520	260
Zm00001d038453	7608	6048	1284	1351	13984	15064	7635	5353
Zm00001d038456	46	19	54	14	98	81	45	88
Zm00001d038459	1335	1291	814	875	953	1512	2862	1992
Zm00001d038460	1829	1542	589	728	1824	2539	2521	1576
Zm00001d038465	333	181	152	133	154	159	473	320
Zm00001d038467	5	2	5	7	3	0	2	2
Zm00001d038470	0	0	10	7	0	0	16	16
Zm00001d038471	517	689	324	317	955	942	1171	1873
Zm00001d038473	111	87	72	90	51	49	70	73
Zm00001d038475	96	112	114	97	315	357	786	663
Zm00001d038476	516	242	476	914	872	161	190	288
Zm00001d038477	238	279	182	235	210	271	401	233
Zm00001d038478	375	343	212	219	65	30	28	32
Zm00001d038479	11	5	0	5	16	3	5	0
Zm00001d038480	270	262	249	199	332	378	352	266
Zm00001d038481	1	11	3	2	12	6	6	4
Zm00001d038483	9	8	19	1	10	13	7	5
Zm00001d038484	71	125	68	41	40	186	43	49
Zm00001d038485	4498	4237	4648	3627	2876	3109	3409	3132
Zm00001d038486	77	76	64	86	73	96	54	78
Zm00001d038487	255	90	80	144	220	125	75	101
Zm00001d038489	29	27	140	170	53	70	114	170
Zm00001d038490	3	0	3	2	1	44	1	1
Zm00001d038491	2824	2112	3243	3305	1502	1481	2537	1855
Zm00001d038493	0	0	2	0	0	1	3	3
Zm00001d038494	823	920	495	436	1283	1959	1299	902
Zm00001d038496	24	29	0	0	16	5	0	0
Zm00001d038497	3	0	2	0	3	2	3	2
Zm00001d038503	168	208	77	68	354	796	248	195
Zm00001d038504	162	145	39	81	270	291	298	136
Zm00001d038505	270	186	298	269	102	108	88	108
Zm00001d038506	52	71	119	94	131	228	284	311
Zm00001d038508	2111	1608	1544	1431	2122	1956	1654	1484
Zm00001d038510	12	3	25	22	6	9	18	21
Zm00001d038511	0	4	0	4	5	60	14	12
Zm00001d038512	4	6	0	0	1	2	3	3
Zm00001d038513	399	315	222	296	515	471	569	437
Zm00001d038514	332	216	113	104	144	257	82	72
Zm00001d038519	204	170	0	0	220	230	0	1
Zm00001d038520	1	0	19	27	4	1	19	10
Zm00001d038521	13	4	5	8	9	10	6	11
Zm00001d038522	1167	939	1183	958	1704	2030	1360	1510
Zm00001d038523	313	178	11	8	61	54	18	17
Zm00001d038525	358	248	320	349	514	595	846	608
Zm00001d038526	352	168	99	73	325	365	88	72
Zm00001d038527	481	414	284	318	312	310	308	174
Zm00001d038528	208	160	122	205	176	158	200	118
Zm00001d038529	636	507	428	425	991	1025	630	571
Zm00001d038530	288	255	229	271	384	410	449	318
Zm00001d038531	319	241	176	182	463	434	383	326
Zm00001d038532	61	19	24	26	59	15	69	84
Zm00001d038533	457	445	408	259	405	528	533	505
Zm00001d038535	695	437	637	420	556	509	402	472
Zm00001d038536	479	426	471	499	446	594	671	482
Zm00001d038537	325	218	431	488	335	420	537	367
Zm00001d038538	32	22	45	14	68	22	35	45
Zm00001d038539	1	1	0	0	2	0	4	0
Zm00001d038540	43	24	79	70	87	102	110	117
Zm00001d038541	602	478	596	568	652	654	820	606
Zm00001d038542	2815	2318	1864	1795	1822	1402	1092	903
Zm00001d038543	424	377	343	241	721	720	519	478
Zm00001d038544	4	5	75	67	2	6	134	218
Zm00001d038545	2	1	1	4	4	5	1	0
Zm00001d038546	224	142	430	450	235	230	396	325
Zm00001d038547	5271	2855	5532	5038	2603	2033	2665	2635
Zm00001d038548	5	4	2	7	8	42	23	24
Zm00001d038549	62	86	20	1	344	582	22	29
Zm00001d038550	0	0	0	0	1	1	3	13
Zm00001d038551	24	42	107	25	61	405	154	297
Zm00001d038552	101	99	74	78	126	97	123	129
Zm00001d038553	8	2	1	7	0	5	1	1
Zm00001d038554	23	8	31	57	31	6	7	19
Zm00001d038555	141	118	239	171	453	561	406	496
Zm00001d038557	243	253	208	176	334	367	447	309
Zm00001d038558	2341	2307	2171	1868	1597	1790	1723	1654
Zm00001d038560	2	0	3	9	3	3	9	15
Zm00001d038561	0	2	2	1	0	6	4	9
Zm00001d038562	169	194	222	134	577	1271	418	656
Zm00001d038563	65	50	4	6	74	55	1	2
Zm00001d038564	1	0	49	30	0	2	69	64
Zm00001d038570	1924	1802	1934	2001	1956	2457	3596	2597
Zm00001d038571	9	0	2	0	0	2	1	0
Zm00001d038572	49	42	52	37	71	71	111	107
Zm00001d038574	93	63	97	100	231	402	258	177
Zm00001d038576	1369	1192	567	418	1506	1598	588	410
Zm00001d038577	102	84	22	16	161	128	28	62
Zm00001d038578	7	7	1	2	16	20	6	1
Zm00001d038579	85607	67492	55012	50886	30318	20156	19947	17756
Zm00001d038582	329	321	7	9	267	335	8	23
Zm00001d038583	0	3	1	2	2	1	10	10
Zm00001d038584	3	0	0	1	8	3	4	1
Zm00001d038585	390	461	107	109	262	310	128	113
Zm00001d038586	2	4	0	1	0	5	0	1
Zm00001d038587	894	778	557	631	767	1049	1131	684
Zm00001d038589	600	454	363	406	595	778	717	633
Zm00001d038591	1	0	53	65	2	1	147	80
Zm00001d038593	90	59	48	27	123	74	52	58
Zm00001d038594	4583	3959	4487	3782	6230	6188	10351	8518
Zm00001d038595	107	91	129	86	164	157	91	70
Zm00001d038598	1	0	0	3	5	0	0	1
Zm00001d038599	42	32	97	88	157	103	77	128
Zm00001d038600	204	167	158	127	140	127	29	62
Zm00001d038605	14	6	13	16	45	46	10	21
Zm00001d038606	1120	756	536	613	587	392	233	225
Zm00001d038607	130	101	129	95	129	174	86	109
Zm00001d038608	2026	1702	1621	1283	1617	1581	1068	973
Zm00001d038609	43	12	27	23	15	19	21	17
Zm00001d038610	27	23	55	32	17	26	32	20
Zm00001d038612	167	113	55	58	74	111	26	18
Zm00001d038613	0	8	0	1	5	4	3	1
Zm00001d038616	110	94	123	95	31	47	18	13
Zm00001d038618	6974	6914	3817	4255	1723	1962	2968	2428
Zm00001d038619	39	49	0	0	22	41	0	0
Zm00001d038620	117	161	50	39	30	43	53	37
Zm00001d038622	72	68	68	51	125	181	146	151
Zm00001d038623	50	34	78	90	186	235	100	154
Zm00001d038625	10501	7929	5795	6196	5606	5050	4418	3906
Zm00001d038626	0	1	2	3	3	2	7	12
Zm00001d038638	84	71	130	90	120	221	97	58
Zm00001d038642	81	133	173	190	40	51	80	36
Zm00001d038644	754	677	738	696	692	740	887	705
Zm00001d038645	96	81	89	63	176	314	62	48
Zm00001d038646	128	92	108	76	210	216	278	209
Zm00001d038647	0	0	0	5	3	3	11	0
Zm00001d038648	7612	6252	6366	6378	8698	10995	7788	5495
Zm00001d038649	3	4	11	15	12	26	25	12
Zm00001d038650	1251	1111	1382	765	1779	1767	1896	1624
Zm00001d038651	468	623	519	495	769	514	1190	997
Zm00001d038653	84	145	29	16	42	35	59	30
Zm00001d038655	1795	1588	1236	1399	1482	1637	2064	1447
Zm00001d038657	301	294	283	315	228	234	353	280
Zm00001d038658	1644	1038	932	990	1698	1604	1357	1227
Zm00001d038660	95	86	69	60	119	128	142	102
Zm00001d038661	0	1	5	1	0	0	0	1
Zm00001d038662	0	1	6	11	3	2	6	14
Zm00001d038664	4	0	0	0	7	4	6	2
Zm00001d038665	17	120	169	28	55	52	273	503
Zm00001d038667	0	1	17	0	2	0	11	5
Zm00001d038668	399	304	451	326	265	232	383	279
Zm00001d038671	458	316	228	264	525	693	649	581
Zm00001d038672	1097	857	706	672	1829	1757	1452	1148
Zm00001d038673	902	653	793	745	890	896	1163	917
Zm00001d038675	598	601	22	27	557	883	58	54
Zm00001d038676	169	151	246	170	388	303	220	348
Zm00001d038678	2998	2599	3379	3311	2586	2471	4680	3346
Zm00001d038680	4	4	10	20	20	32	10	10
Zm00001d038681	43	27	71	83	55	58	147	113
Zm00001d038682	8	0	8	28	32	16	3	15
Zm00001d038683	496	412	322	332	653	520	575	568
Zm00001d038684	793	743	385	411	555	740	533	397
Zm00001d038685	957	789	667	628	1150	1162	1141	1058
Zm00001d038686	533	440	292	288	541	604	421	350
Zm00001d038687	10	19	1	0	28	28	2	4
Zm00001d038688	80	60	21	15	167	64	20	27
Zm00001d038689	478	307	374	321	670	973	897	749
Zm00001d038690	420	364	270	186	596	423	390	398
Zm00001d038691	940	782	957	1056	1068	1125	1350	962
Zm00001d038692	21	13	93	140	185	86	114	93
Zm00001d038695	90	87	31	64	51	37	7	31
Zm00001d038696	21	33	0	0	6	2	0	0
Zm00001d038698	94	59	75	113	120	141	130	143
Zm00001d038699	94	63	303	145	370	107	89	127
Zm00001d038700	26	39	92	69	263	317	62	64
Zm00001d038704	581	441	388	364	635	726	594	510
Zm00001d038706	71	44	90	90	142	144	82	115
Zm00001d038707	2	0	17	7	4	2	39	28
Zm00001d038708	2	12	22	23	28	19	105	60
Zm00001d038709	2435	1826	2827	2518	3141	3326	3617	3009
Zm00001d038712	350	338	142	28	374	222	12	28
Zm00001d038717	57	87	122	54	71	27	40	244
Zm00001d038718	1060	974	2639	2647	46	52	299	312
Zm00001d038719	89	71	91	36	169	121	62	92
Zm00001d001471	118	94	96	59	154	187	142	101
Zm00001d038720	282	287	231	335	226	303	388	287
Zm00001d038722	45	23	0	0	25	29	0	0
Zm00001d038723	2	1	2	4	1	4	0	2
Zm00001d038724	172	224	187	170	206	193	226	199
Zm00001d038725	10	1	5	4	2	0	3	0
Zm00001d038728	841	829	1262	875	971	1010	1813	1537
Zm00001d038729	0	0	0	0	4	32	12	8
Zm00001d038730	65	25	39	20	67	106	92	80
Zm00001d038732	541	668	321	214	642	568	306	331
Zm00001d038733	80	67	123	106	115	168	169	169
Zm00001d038734	418	334	60	88	307	414	299	144
Zm00001d038737	779	627	580	681	725	665	817	680
Zm00001d038739	727	583	420	463	870	724	632	563
Zm00001d038740	5	10	4	11	8	2	5	3
Zm00001d038742	1	0	8	13	5	0	13	9
Zm00001d038745	1029	872	743	852	1981	2011	2015	1576
Zm00001d038746	5	6	18	23	6	27	20	20
Zm00001d038747	8566	8200	5306	4732	6682	6801	7873	5499
Zm00001d038748	4	0	11	4	2	3	1	12
Zm00001d038751	3766	3689	2326	2136	6016	14522	10208	4918
Zm00001d038752	4	0	15	34	12	1	19	13
Zm00001d038753	154	111	38	77	471	567	392	250
Zm00001d038754	45	24	37	33	129	150	154	138
Zm00001d038755	1146	1061	866	924	1221	1524	1440	1275
Zm00001d038756	400	422	313	381	667	843	602	501
ENSRNA049477485	2	2	29	35	3	4	27	25
Zm00001d001472	14	8	59	61	28	36	100	95
Zm00001d038760	5	5	5	7	21	12	27	13
Zm00001d038761	2	0	6	0	0	4	0	2
Zm00001d038762	569	596	546	536	1279	1638	1072	937
Zm00001d038763	20	9	18	21	63	71	31	51
Zm00001d038764	2100	2010	797	640	2559	3231	1439	1788
Zm00001d038765	161	116	142	122	139	143	157	96
Zm00001d038766	14	11	10	4	38	46	26	19
Zm00001d038768	185	196	85	75	1020	879	596	572
Zm00001d038769	195	165	138	160	217	272	239	186
Zm00001d038772	61	56	59	87	102	60	49	49
Zm00001d038773	272	231	125	129	235	291	360	252
Zm00001d038775	603	486	282	254	742	795	569	492
Zm00001d038776	917	726	533	452	805	809	799	655
Zm00001d038777	205	157	161	97	220	242	358	273
Zm00001d038779	452	346	263	284	381	465	540	386
Zm00001d038780	157	240	114	100	272	162	92	196
Zm00001d038783	19	24	0	0	3	27	2	1
Zm00001d038784	9	5	16	11	47	55	30	11
Zm00001d038786	1	4	57	76	0	0	148	65
Zm00001d038791	132	255	148	67	303	1222	220	713
Zm00001d038792	216	147	242	225	276	338	298	301
Zm00001d038793	85	73	60	36	20	22	33	37
Zm00001d038795	280	224	199	191	331	359	301	249
Zm00001d038796	151	103	180	170	264	353	399	349
Zm00001d038797	43	22	82	61	61	39	67	51
Zm00001d038799	232	97	358	353	239	306	377	212
Zm00001d038801	69	103	33	40	40	67	57	55
Zm00001d038803	116	90	50	80	100	111	150	100
Zm00001d038804	567	594	324	276	1001	1412	830	645
Zm00001d038805	446	306	431	522	356	253	544	470
Zm00001d038806	42	71	129	117	81	125	350	298
Zm00001d038807	44	46	46	13	91	148	117	102
Zm00001d038808	203	237	148	99	492	670	447	355
Zm00001d038809	3775	3341	1969	2319	2011	2294	2645	2001
Zm00001d038810	115	109	151	97	180	251	126	180
Zm00001d038811	16	7	9	19	8	15	15	11
Zm00001d038812	157	142	80	106	137	157	134	125
Zm00001d038813	46	29	42	39	31	37	64	44
Zm00001d038815	123	82	103	83	179	130	270	239
Zm00001d038818	3	0	2	0	7	1	22	8
Zm00001d038819	316	313	177	246	362	610	651	364
Zm00001d038820	30	18	19	22	71	266	161	142
Zm00001d038822	0	0	18	12	0	0	4	11
Zm00001d038823	0	2	2	5	0	0	2	1
Zm00001d038824	85	60	269	324	159	199	565	343
Zm00001d038829	452	340	327	376	328	414	673	450
Zm00001d038830	324	341	275	220	462	735	411	283
Zm00001d038831	188	171	113	104	117	209	134	107
Zm00001d038832	156	106	180	118	224	265	200	213
Zm00001d038833	48	27	16	60	48	27	18	29
Zm00001d038835	724	588	851	830	596	453	782	763
Zm00001d038838	541	321	1193	1149	453	225	525	731
Zm00001d038839	954	732	878	791	967	871	725	682
Zm00001d038840	462	257	402	359	661	730	815	707
Zm00001d038841	520	382	451	466	467	780	705	723
Zm00001d038842	431	352	167	114	499	533	224	235
Zm00001d038843	722	681	945	753	801	965	706	504
Zm00001d038844	59	55	57	63	45	74	233	91
Zm00001d038845	190	194	200	235	217	307	742	370
Zm00001d038846	1282	1190	1053	984	1153	2398	2298	1123
Zm00001d038847	402	329	202	229	376	411	365	304
Zm00001d038848	179	127	83	129	102	120	126	120
Zm00001d038849	271	206	296	356	253	313	565	372
Zm00001d038850	309	244	296	413	129	146	362	209
Zm00001d038851	922	738	658	560	835	870	775	735
Zm00001d038852	415	358	159	189	611	951	262	150
Zm00001d038853	61	59	8	1	75	161	7	9
Zm00001d038854	198	177	87	121	315	409	359	330
Zm00001d038855	62	50	58	22	94	146	94	80
Zm00001d038857	48	35	39	32	50	65	124	125
Zm00001d038859	435	262	293	251	277	317	369	380
Zm00001d038860	1048	1082	868	585	1217	953	949	1015
Zm00001d038861	3	0	0	0	7	1	1	0
Zm00001d038862	1891	1754	263	301	2502	3167	1568	1165
Zm00001d038863	158	81	17	11	70	46	26	23
Zm00001d038864	227	249	205	212	335	389	437	256
Zm00001d038865	1012	720	878	569	1088	1017	823	899
Zm00001d038866	1208	1272	851	787	1104	1115	1018	887
Zm00001d038867	42	48	14	18	12	55	47	48
Zm00001d038868	164	184	133	106	204	282	344	317
Zm00001d038871	531	446	192	256	638	705	418	380
Zm00001d038873	11	19	20	8	54	107	28	21
Zm00001d038874	4	22	10	4	13	94	14	60
Zm00001d038877	228	167	195	207	247	228	360	269
Zm00001d038878	46	40	60	67	140	110	122	107
Zm00001d038879	612	456	343	385	1044	1085	1096	764
Zm00001d038880	3221	2687	3101	2954	4969	5504	6095	4546
Zm00001d038881	99	75	41	24	108	132	121	95
Zm00001d038882	446	351	326	337	297	333	515	303
Zm00001d038883	0	7	9	2	5	9	9	18
Zm00001d038884	50	62	25	34	43	18	29	28
Zm00001d038885	374	330	750	618	581	561	712	735
Zm00001d038887	0	0	1	0	2	0	4	3
Zm00001d038890	169	130	203	166	276	226	275	233
Zm00001d038891	1183	715	4623	2790	81	60	103	99
Zm00001d038892	738	571	1231	1170	864	1161	2030	1666
Zm00001d038894	15837	12911	20850	19141	11942	10438	18153	13251
Zm00001d038896	122	127	149	129	166	186	215	168
Zm00001d038903	122	130	235	181	242	372	466	399
Zm00001d038904	218	182	141	108	447	527	194	244
Zm00001d038905	857	674	950	882	1233	1071	823	999
Zm00001d038907	173	167	213	170	279	457	173	119
Zm00001d038908	117	127	92	122	83	122	126	52
Zm00001d038909	155	73	124	134	226	199	173	167
Zm00001d038910	18	13	177	153	20	0	235	166
Zm00001d038911	445	413	4097	3407	603	418	2406	1622
Zm00001d038913	72	40	49	25	88	93	19	12
Zm00001d038914	306	231	233	179	380	406	395	333
Zm00001d038915	18	10	67	53	5	1	7	2
Zm00001d038916	1781	1290	1208	1149	1122	963	1471	1157
Zm00001d038917	125	97	113	83	136	132	130	125
Zm00001d038918	85	90	51	66	82	165	167	83
Zm00001d038919	2	0	6	18	6	0	1	0
Zm00001d038920	41	28	41	59	24	44	71	40
Zm00001d038921	6	10	6	5	0	0	5	1
Zm00001d038922	4769	3310	4631	4229	3749	3386	4058	3598
Zm00001d038923	560	322	537	449	525	473	563	550
Zm00001d038924	87	74	20	29	199	259	75	58
Zm00001d038925	696	551	704	646	1151	1036	1123	862
Zm00001d038926	10	9	7	4	0	4	13	8
Zm00001d038927	330	256	237	231	492	538	593	449
Zm00001d001475	9	13	7	1	11	15	16	7
Zm00001d038928	189	161	122	89	125	136	131	83
Zm00001d038929	3710	3077	2823	2550	2386	2611	1905	1960
Zm00001d038930	3	16	5	2	43	123	18	45
Zm00001d038931	385	290	242	204	535	564	537	437
Zm00001d038932	231	185	190	145	115	122	200	133
Zm00001d038933	56	52	75	53	99	71	104	93
Zm00001d038935	3	1	4	11	5	3	4	1
Zm00001d038936	248	149	446	374	320	382	694	547
Zm00001d038937	89	66	52	19	100	133	73	75
Zm00001d038941	58	35	9	8	42	45	14	9
Zm00001d038943	0	0	287	266	0	0	456	490
Zm00001d038944	1052	784	244	301	949	743	381	361
Zm00001d038946	5028	4045	3880	3383	6005	5093	4856	3703
Zm00001d038948	85	81	44	27	80	78	163	75
Zm00001d038949	0	0	4	4	1	0	18	11
Zm00001d038950	35	36	2	5	238	494	6	14
Zm00001d038952	0	1	0	2	2	5	9	7
ENSRNA049477491	0	1	0	2	2	2	0	4
Zm00001d001479	2	0	5	8	10	14	3	12
Zm00001d038954	367	369	209	242	607	1260	1068	512
Zm00001d038955	507	387	485	382	720	816	730	714
Zm00001d001480	6	0	0	0	3	10	0	1
Zm00001d038959	367	303	244	257	363	700	495	383
Zm00001d038960	58	30	51	29	138	142	76	91
Zm00001d038961	87	100	62	58	101	104	138	72
Zm00001d038963	53	39	64	78	129	130	150	106
Zm00001d038964	14	9	21	19	29	76	60	40
Zm00001d038969	3	9	6	6	13	21	5	35
Zm00001d038970	273	183	222	218	299	328	396	300
Zm00001d038971	263	253	166	151	835	1155	516	660
Zm00001d038972	4507	4802	2793	2524	5443	5709	5276	4081
Zm00001d038973	20	19	18	9	29	29	37	38
Zm00001d038974	285	340	180	249	83	245	350	182
Zm00001d038975	47	13	62	44	74	80	109	99
Zm00001d038976	4	1	0	2	3	1	3	1
Zm00001d038977	102	88	69	69	116	173	108	112
Zm00001d038979	3	12	8	5	5	7	2	6
Zm00001d038980	113	86	107	143	121	171	198	132
Zm00001d038981	157	107	152	187	169	151	255	222
Zm00001d038982	636	462	268	286	600	624	466	455
Zm00001d038984	134994	99613	101266	106730	52775	35491	36659	33675
Zm00001d038988	101	71	65	53	114	143	122	95
Zm00001d038991	64	57	106	23	158	455	159	166
Zm00001d038993	5	25	26	6	8	52	38	46
Zm00001d038994	304	277	242	216	535	652	485	494
Zm00001d038995	494	412	464	455	536	427	594	516
Zm00001d038996	3	1	6	0	3	0	0	3
Zm00001d038998	452	450	552	423	256	443	798	685
Zm00001d038999	3191	2244	1490	2159	3014	2951	3377	2399
Zm00001d039000	112	69	69	85	78	64	136	158
Zm00001d039001	5	1	4	6	12	5	24	23
Zm00001d039002	608	607	689	675	834	1036	1536	1028
Zm00001d039004	39	21	29	47	61	61	22	46
Zm00001d039005	508	445	404	274	724	792	754	532
Zm00001d039006	529	332	826	893	528	339	726	622
Zm00001d039007	33	20	19	15	67	83	134	85
Zm00001d039010	681	389	1081	831	1080	347	734	1220
Zm00001d039011	287	368	124	74	215	127	148	179
Zm00001d039012	107	112	135	114	121	130	133	132
Zm00001d039013	87	82	17	21	68	51	19	19
Zm00001d039014	994	1018	504	465	939	1426	1144	757
Zm00001d039015	986	1042	533	606	908	1085	1053	785
Zm00001d039016	442	250	462	452	453	425	859	761
Zm00001d039020	579	379	440	323	1003	1090	732	604
Zm00001d039021	3	0	2	7	5	3	5	14
Zm00001d039026	5	9	1	11	23	37	27	17
Zm00001d039029	4751	2931	2175	2194	2566	1727	1448	1442
Zm00001d039031	31	23	12	15	62	44	20	39
Zm00001d039032	14	12	10	18	13	17	21	35
Zm00001d039036	792	511	1011	952	576	449	858	771
Zm00001d039037	2491	2656	1715	1699	3799	2511	3265	3237
Zm00001d039038	265	221	283	233	334	360	331	340
Zm00001d039039	30	24	34	24	59	31	43	37
Zm00001d039040	304270	225177	298801	303695	144256	92525	138431	116943
Zm00001d039041	303	313	357	232	530	494	605	496
Zm00001d039042	0	0	27	54	0	0	52	57
Zm00001d039043	3424	2581	3062	3520	3720	3913	4525	3448
Zm00001d039044	0	0	0	0	5	5	2	1
Zm00001d039045	48	56	12	24	27	40	38	43
Zm00001d039046	97	95	54	34	194	207	174	129
Zm00001d039047	352	306	213	201	424	644	386	307
Zm00001d001482	44	25	0	0	38	66	1	1
Zm00001d039049	58	16	53	41	1180	980	879	832
Zm00001d039050	8	1	12	5	23	41	33	24
Zm00001d039051	1606	1333	664	863	1113	1279	916	755
Zm00001d039052	341	317	332	341	747	944	976	904
Zm00001d039053	424	263	228	302	409	515	307	331
Zm00001d039055	21	0	18	4	16	0	7	14
Zm00001d039057	9	7	6	0	11	1	0	2
Zm00001d039058	124	93	57	41	400	375	212	127
Zm00001d039059	2777	2259	2048	2251	2638	2568	2528	1996
Zm00001d039061	1866	2224	703	619	1012	1265	836	706
Zm00001d039062	8	17	18	12	18	24	44	31
Zm00001d039064	591	463	549	455	398	380	461	382
Zm00001d039065	1586	1529	852	905	1176	1716	1490	977
Zm00001d039066	515	454	756	823	284	334	782	651
Zm00001d039070	953	658	977	956	833	584	804	764
Zm00001d039071	14	6	4	11	4	8	6	3
Zm00001d039072	1312	885	733	711	1009	1036	1081	713
Zm00001d039073	73	51	0	0	81	97	0	0
Zm00001d039076	1219	971	1397	1281	864	689	1349	1083
Zm00001d039077	176	162	120	72	85	132	21	43
Zm00001d039078	1	0	3	0	0	0	1	2
Zm00001d039079	440	405	441	373	822	1203	835	995
Zm00001d039080	7	0	6	3	1	4	1	4
Zm00001d039081	440	279	580	863	84	205	606	317
Zm00001d039085	20	12	79	100	16	15	119	68
Zm00001d039086	196	111	62	141	78	24	80	110
Zm00001d039089	2670	2006	1989	1582	1711	1557	1158	1181
Zm00001d039090	2247	2262	1851	1161	3069	3091	2987	2814
Zm00001d039091	2175	1867	1480	889	2363	2171	1757	1755
Zm00001d039094	13	0	1	2	21	21	28	6
Zm00001d039095	118	197	68	68	185	318	289	170
Zm00001d039096	131	79	193	110	184	189	248	239
